geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
GSM3496321,AB2507,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 71,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2507,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500531,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496321/suppl/GSM3496321_AB2507.txt.gz,GSE123139,0
GSM3496322,AB2508,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 72,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2508,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500530,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496322/suppl/GSM3496322_AB2508.txt.gz,GSE123139,0
GSM3496323,AB2509,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 73,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2509,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500529,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496323/suppl/GSM3496323_AB2509.txt.gz,GSE123139,0
GSM3496324,AB2510,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 74,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2510,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500528,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496324/suppl/GSM3496324_AB2510.txt.gz,GSE123139,0
GSM3496325,AB2511,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 75,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2511,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500527,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496325/suppl/GSM3496325_AB2511.txt.gz,GSE123139,0
GSM3496326,AB2512,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 80,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2512,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500526,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496326/suppl/GSM3496326_AB2512.txt.gz,GSE123139,0
GSM3496327,AB2513,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 81,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2513,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500525,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496327/suppl/GSM3496327_AB2513.txt.gz,GSE123139,0
GSM3496328,AB2514,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 82,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2514,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500578,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496328/suppl/GSM3496328_AB2514.txt.gz,GSE123139,0
GSM3496329,AB2515,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 83,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2515,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500577,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496329/suppl/GSM3496329_AB2515.txt.gz,GSE123139,0
GSM3496330,AB2516,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 85,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2516,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500576,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496330/suppl/GSM3496330_AB2516.txt.gz,GSE123139,0
GSM3496331,AB2517,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 86,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2517,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500575,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496331/suppl/GSM3496331_AB2517.txt.gz,GSE123139,0
GSM3496332,AB2518,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 88,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2518,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500574,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496332/suppl/GSM3496332_AB2518.txt.gz,GSE123139,0
GSM3496333,AB2519,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 89,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2519,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500573,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496333/suppl/GSM3496333_AB2519.txt.gz,GSE123139,0
GSM3496334,AB2520,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 92,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2520,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500572,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496334/suppl/GSM3496334_AB2520.txt.gz,GSE123139,0
GSM3496335,AB2521,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 93,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2521,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500571,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496335/suppl/GSM3496335_AB2521.txt.gz,GSE123139,0
GSM3496336,AB2541,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 114,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2541,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500570,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496336/suppl/GSM3496336_AB2541.txt.gz,GSE123139,0
GSM3496337,AB2542,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 115,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2542,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500569,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496337/suppl/GSM3496337_AB2542.txt.gz,GSE123139,0
GSM3496338,AB2543,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 120,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2543,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500568,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496338/suppl/GSM3496338_AB2543.txt.gz,GSE123139,0
GSM3496339,AB2549,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 107,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2549,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500567,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496339/suppl/GSM3496339_AB2549.txt.gz,GSE123139,0
GSM3496340,AB2553,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 116,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2553,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500564,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496340/suppl/GSM3496340_AB2553.txt.gz,GSE123139,0
GSM3496341,AB2570,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 117,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2570,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500563,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496341/suppl/GSM3496341_AB2570.txt.gz,GSE123139,0
GSM3496342,AB2574,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 122,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2574,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500562,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496342/suppl/GSM3496342_AB2574.txt.gz,GSE123139,0
GSM3496343,AB2898,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 129,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2898,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500566,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496343/suppl/GSM3496343_AB2898.txt.gz,GSE123139,0
GSM3496344,AB2899,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 131,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2899,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500565,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496344/suppl/GSM3496344_AB2899.txt.gz,GSE123139,0
GSM3496345,AB2900,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 137,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2900,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500512,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496345/suppl/GSM3496345_AB2900.txt.gz,GSE123139,0
GSM3496346,AB2901,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 150,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2901,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500511,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496346/suppl/GSM3496346_AB2901.txt.gz,GSE123139,0
GSM3496347,AB2902,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 154,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2902,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500510,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496347/suppl/GSM3496347_AB2902.txt.gz,GSE123139,0
GSM3496348,AB2903,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 128,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2903,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500509,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496348/suppl/GSM3496348_AB2903.txt.gz,GSE123139,0
GSM3496349,AB2904,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 130,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2904,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500508,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496349/suppl/GSM3496349_AB2904.txt.gz,GSE123139,0
GSM3496350,AB2905,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 132,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2905,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500507,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496350/suppl/GSM3496350_AB2905.txt.gz,GSE123139,0
GSM3496351,AB2906,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 135,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2906,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500506,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496351/suppl/GSM3496351_AB2906.txt.gz,GSE123139,0
GSM3496352,AB2907,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 136,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2907,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500505,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496352/suppl/GSM3496352_AB2907.txt.gz,GSE123139,0
GSM3496353,AB2908,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 140,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2908,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500553,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496353/suppl/GSM3496353_AB2908.txt.gz,GSE123139,0
GSM3496354,AB2909,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 139,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2909,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500552,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496354/suppl/GSM3496354_AB2909.txt.gz,GSE123139,0
GSM3496355,AB2910,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 141,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2910,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500551,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496355/suppl/GSM3496355_AB2910.txt.gz,GSE123139,0
GSM3496356,AB2911,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 142,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2911,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500550,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496356/suppl/GSM3496356_AB2911.txt.gz,GSE123139,0
