geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,supplementary_file_2,series_id,data_row_count
GSM4743213,THCA.P20190108,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892798,NONE,GSE156728,0,
GSM4743214,THCA.P20190118,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892849,NONE,GSE156728,0,
GSM4743215,THCA.P20190122,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892848,NONE,GSE156728,0,
GSM4743216,THCA.P20190125,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892847,NONE,GSE156728,0,
GSM4743217,THCA.P20190612,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892846,NONE,GSE156728,0,
GSM4743218,THCA.P20190621,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,tissue: Tumor,polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892845,NONE,GSE156728,0,
GSM4743219,THCA.P20190703,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,tissue: Tumor,polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892844,NONE,GSE156728,0,
GSM4743220,THCA.P20190730,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892843,NONE,GSE156728,0,
GSM4743221,THCA.P20190816,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,THCA,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892842,NONE,GSE156728,0,
GSM4743222,UCEC.P20190312,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892841,NONE,GSE156728,0,
GSM4743223,UCEC.P20181122,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892840,NONE,GSE156728,0,
GSM4743224,UCEC.P20181211,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,tissue: Tumor,polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892839,NONE,GSE156728,0,
GSM4743225,UCEC.P20190213,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892838,NONE,GSE156728,0,
GSM4743226,UCEC.P20190305,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892837,NONE,GSE156728,0,
GSM4743227,UCEC.P20190625,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892836,NONE,GSE156728,0,
GSM4743228,UCEC.P20190717,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892835,NONE,GSE156728,0,
GSM4743229,UCEC.P20190910,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892834,NONE,GSE156728,0,
GSM4743230,UCEC.P20190911,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,UCEC,Homo sapiens,9606,"tissue: Tumor, Adjacent-normal",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892833,NONE,GSE156728,0,
GSM4743231,OV.P20181225,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,FTC,Homo sapiens,9606,tissue: Tumor,polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892832,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4743nnn/GSM4743231/suppl/GSM4743231_FTC_10X.CD4.counts.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4743nnn/GSM4743231/suppl/GSM4743231_FTC_10X.CD8.counts.txt.gz,GSE156728,0
GSM4743232,L.P20190404,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,BCL,Homo sapiens,9606,"tissue: Tumor, Blood",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892831,NONE,GSE156728,0,
GSM4743233,L.P20181123,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,BCL,Homo sapiens,9606,tissue: Tumor,polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892830,NONE,GSE156728,0,
GSM4743234,MM.P20181219,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,MM,Homo sapiens,9606,tissue: Tumor,polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892829,NONE,GSE156728,0,
GSM4743235,MM.P20190122,Public on Dec 16 2021,Aug 24 2020,Dec 16 2021,SRA,1,MM,Homo sapiens,9606,"tissue: Tumor, Blood",polyA RNA,"Tumors and adjacent normal tissues were cut into approximately 1-2 mm3 pieces in the RPMI-1640 medium (Gibco) with 10% fetal bovine serum (FBS, Gibco), and enzymatically digested with gentleMACS (Miltenyi) for 60 min on a rotor at 37°C, according to manufacturer’s instruction. The dissociated cells were subsequently passed through a 100 µm SmartStrainer and centrifuged at 400 g for 5 min. After the supernatant was removed, the pelleted cells were suspended in red blood cell lysis buffer (TIANDZ) and incubated on ice for 1-2 min to lyse red blood cells. After washing twice with 1× PBS (Gibco), the cell pellets were re-suspended in sorting buffer (PBS supplemented with 1% FBS).",processed data file:,"For 10X data, Cell Ranger 3.0.0 was used to quantify gene expression level and to identify TCR sequences.",GPL20795,"Shishang,,Qin",qinshishang@pku.edu.cn,Peking university,"No.5 Yiheyuan Road, Haidian District",Beijing,100000,China,HiSeq X Ten,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15892828,NONE,GSE156728,0,
